timestamp,normalization,optimizer,lr,epochs,batch_size,mae,rmse,r2,mape
2025-09-29 15:56:43,min_max,SGD,0.001,400,32,112.228355,158.98009,0.37334632134204804,0.3350774
2025-09-29 15:58:48,z_score,SGD,0.001,400,32,112.439575,159.51547,0.36911849443640987,0.33441862
